job_id,estimate_id,customer_id,service_id,technician_id,completed_date,city,customer_type,maintenance_member,emergency_flag,billed_revenue,estimated_labor_hours,actual_labor_hours,labor_cost,material_cost,first_time_fix_flag,callback_flag,agreement_sold_flag,travel_minutes,response_minutes,customer_rating
6875,9694,559,2,4,2026-04-28,Franklin,Residential,0,1,469.33,2.63,2.73,76.57,91.69,1,0,0,27,145,4.7
6876,9695,191,2,5,2026-04-28,Nolensville,Residential,0,0,544.12,2.29,2.6,93.54,108.83,1,0,0,51,266,4.4
6877,9696,723,5,3,2026-04-28,Franklin,Residential,1,0,182.26,1.31,1.29,37.37,34.09,1,0,0,38,243,4.4
6878,9698,530,2,4,2026-04-28,Franklin,Residential,0,1,824.76,2.07,2.45,68.69,196.89,1,0,0,58,112,4.3
6879,9701,54,2,6,2026-04-28,Spring Hill,Residential,0,1,504.81,2.63,3.0,93.15,124.56,1,0,0,21,39,5.0
6880,9702,168,1,7,2026-04-28,Franklin,Residential,0,1,477.41,2.13,2.02,70.57,98.51,1,0,1,25,86,4.3
6881,9703,868,6,6,2026-04-28,Nashville,Residential,0,0,954.46,4.26,4.45,137.82,353.54,0,1,0,27,236,4.6
6882,9704,1357,2,2,2026-04-28,Franklin,Residential,0,0,450.8,2.35,2.17,75.88,112.97,1,0,0,12,230,5.0
6883,9705,294,7,1,2026-04-28,Spring Hill,Residential,1,0,900.19,5.43,5.73,194.84,206.91,1,0,0,67,213,4.9
6884,9706,151,1,3,2026-04-28,Nolensville,Residential,0,0,683.17,2.39,1.94,56.12,163.0,1,0,0,22,269,4.5
6885,9710,842,3,5,2026-04-29,Franklin,Residential,0,0,7746.1,15.87,15.8,568.96,5210.29,1,0,0,38,185,5.0
6886,9711,523,1,1,2026-04-29,Nolensville,Commercial,1,0,675.7,2.69,2.97,100.95,208.87,1,0,0,42,236,4.5
6887,9712,549,5,8,2026-04-29,Nashville,Residential,0,0,276.09,1.47,1.23,33.2,42.71,0,1,1,25,345,3.8
6888,9714,819,4,7,2026-04-29,Brentwood,Residential,0,0,2264.34,12.02,12.46,436.01,765.81,0,1,0,54,183,4.0
6889,9715,549,7,4,2026-04-29,Nashville,Residential,0,0,1231.7,4.37,5.44,152.39,319.18,1,0,0,57,185,5.0
6890,9716,687,2,6,2026-04-29,Nolensville,Residential,0,0,539.35,2.85,2.43,75.46,117.02,1,0,0,54,196,4.6
6891,9719,1040,1,1,2026-04-29,Nolensville,Residential,1,0,389.57,2.03,2.14,72.69,80.47,1,0,0,44,258,4.8
6892,9720,362,1,6,2026-04-29,Spring Hill,Residential,1,0,519.47,1.98,1.99,61.61,146.01,1,0,0,46,271,4.8
6893,9721,136,5,2,2026-04-29,Spring Hill,Commercial,1,0,355.81,1.39,1.36,47.53,66.86,1,0,0,45,276,4.9
6894,9722,1202,4,7,2026-04-29,Brentwood,Residential,0,0,2396.9,8.53,7.35,257.32,758.73,1,0,0,54,256,4.7
6895,9723,673,5,5,2026-04-30,Nolensville,Residential,0,0,186.73,1.41,1.31,47.09,30.34,1,0,1,21,196,5.0
6896,9724,1367,1,3,2026-04-30,Nashville,Residential,1,0,390.61,1.89,2.16,62.62,99.34,1,0,0,65,137,5.0
6897,9725,135,2,5,2026-04-30,Brentwood,Residential,0,1,394.61,2.03,2.63,94.86,74.77,1,0,0,63,60,5.0
6898,9727,226,3,5,2026-04-30,Brentwood,Residential,0,0,11310.23,16.55,11.53,415.05,5002.02,1,1,0,51,174,4.0
6899,9728,542,5,3,2026-04-30,Spring Hill,Residential,0,0,190.59,1.23,1.15,33.22,23.82,1,0,0,25,220,4.4
6900,9729,1171,2,2,2026-04-30,Brentwood,Residential,0,0,465.78,2.87,2.9,101.33,92.6,1,0,0,64,173,4.8
6901,9730,1415,1,8,2026-04-30,Brentwood,Residential,1,0,369.27,2.97,3.32,89.59,64.85,1,0,0,62,320,4.3
6902,9731,1032,1,4,2026-04-30,Nolensville,Commercial,0,0,735.22,2.04,2.22,62.29,169.33,0,1,0,8,256,4.2
6903,9732,866,2,1,2026-04-30,Spring Hill,Residential,0,0,593.18,2.21,2.12,72.18,145.09,1,0,0,44,235,4.5
6904,9733,783,1,4,2026-04-30,Nashville,Residential,0,0,394.95,2.3,2.74,76.75,83.35,1,0,0,57,353,4.7
6905,9734,274,3,5,2026-04-30,Brentwood,Residential,0,0,10754.96,20.35,18.79,676.31,6003.63,1,1,0,55,232,4.2
6906,9735,159,5,4,2026-05-01,Nolensville,Residential,0,0,170.97,1.21,1.3,36.47,25.6,0,1,0,39,237,4.1
6907,9738,263,6,7,2026-05-01,Nolensville,Commercial,0,0,2061.06,4.23,4.63,162.15,888.9,1,0,0,55,249,4.6
6908,9739,861,2,1,2026-05-01,Nashville,Residential,0,0,533.54,2.47,2.26,76.88,99.87,1,0,0,8,199,5.0
6909,9740,295,2,1,2026-05-01,Nolensville,Residential,0,0,525.38,2.42,2.74,93.16,96.44,1,1,0,50,120,4.3
6910,9741,718,2,8,2026-05-01,Nashville,Residential,1,1,511.49,2.39,2.48,66.92,131.8,0,1,0,34,124,3.9
6911,9742,563,2,4,2026-05-01,Nashville,Commercial,0,0,760.61,2.36,2.73,76.43,172.53,1,0,0,48,175,4.6
6912,9743,1188,1,6,2026-05-01,Spring Hill,Residential,0,0,341.99,1.84,1.91,59.13,64.99,1,0,0,45,212,4.3
6913,9744,920,6,5,2026-05-01,Spring Hill,Residential,0,0,964.03,3.13,3.02,108.89,337.83,1,0,0,57,157,5.0
6914,9745,751,6,1,2026-05-01,Franklin,Residential,1,0,998.57,3.28,3.57,121.46,431.42,1,0,0,33,217,4.9
6915,9746,153,5,1,2026-05-01,Franklin,Residential,1,0,210.89,1.04,1.02,34.64,26.14,0,0,0,46,299,4.6
6916,9747,246,2,3,2026-05-01,Nashville,Residential,0,0,516.67,2.35,2.58,74.91,104.33,1,0,1,46,242,4.6
6917,9748,695,1,5,2026-05-02,Nolensville,Residential,0,1,553.26,2.18,1.99,71.69,119.93,1,0,0,32,121,4.8
6918,9749,415,1,1,2026-05-02,Nolensville,Residential,1,0,384.37,2.09,2.05,69.78,87.74,1,0,0,47,266,4.9
6919,9751,169,2,1,2026-05-02,Franklin,Residential,0,0,652.21,2.6,2.58,87.69,140.96,1,0,0,69,290,4.9
6920,9753,1376,5,1,2026-05-02,Nashville,Residential,1,0,134.51,1.27,1.24,42.08,23.93,1,0,0,23,254,4.9
6921,9754,1396,1,3,2026-05-02,Spring Hill,Residential,1,0,328.99,2.39,2.63,76.28,99.84,1,0,0,46,230,4.5
6922,9755,488,5,5,2026-05-02,Franklin,Residential,1,0,200.9,1.24,1.49,53.7,25.15,1,0,0,32,301,4.4
6923,9757,810,4,7,2026-05-02,Nashville,Residential,0,0,2189.39,10.53,9.35,327.15,538.72,1,0,0,43,213,4.5
6924,9759,1078,6,3,2026-05-02,Spring Hill,Residential,0,0,964.18,3.24,3.04,88.02,379.51,1,1,0,63,273,4.0
6925,9760,1148,1,3,2026-05-02,Nashville,Residential,0,0,714.6,2.43,2.42,70.07,164.16,1,0,0,40,194,4.7
6926,9761,1151,3,7,2026-05-03,Nashville,Residential,1,0,11467.71,22.72,30.61,1071.36,5356.39,1,0,0,38,372,4.5
6927,9762,535,5,4,2026-05-03,Brentwood,Residential,1,0,245.23,1.51,1.83,51.29,37.46,0,1,0,26,282,3.8
6928,9763,1418,5,7,2026-05-03,Franklin,Commercial,0,0,376.11,1.44,1.79,62.68,54.83,1,0,0,10,238,4.2
6929,9764,692,4,5,2026-05-03,Nashville,Commercial,0,0,4707.99,8.73,9.7,349.32,1343.33,0,0,0,38,224,4.7
6930,9765,893,1,1,2026-05-03,Brentwood,Commercial,1,0,893.45,1.92,1.81,61.43,232.07,1,1,0,38,274,3.8
6931,9767,1324,3,7,2026-05-03,Franklin,Residential,0,0,7762.84,17.48,15.11,528.7,4015.09,1,0,0,18,238,5.0
6932,9769,6,5,6,2026-05-03,Nashville,Residential,0,0,237.87,1.32,1.06,32.83,40.52,1,0,1,43,249,4.7
6933,9770,388,1,7,2026-05-03,Brentwood,Residential,0,0,544.12,2.02,2.51,87.85,137.8,1,0,1,46,276,4.5
6934,9772,1188,1,7,2026-05-03,Spring Hill,Residential,0,1,537.5,1.99,2.36,82.71,125.39,1,0,0,39,91,4.5
6935,9773,1391,1,2,2026-05-03,Nolensville,Residential,0,0,526.15,1.96,1.62,56.63,104.95,1,0,0,17,247,4.8
6936,9774,1442,7,3,2026-05-03,Franklin,Commercial,1,0,2570.95,4.18,4.66,135.12,531.69,1,0,0,49,228,4.3
6937,9775,1396,7,7,2026-05-03,Spring Hill,Residential,1,0,1059.21,4.74,4.57,160.01,213.18,0,1,0,38,202,4.3
6938,9776,942,5,7,2026-05-03,Franklin,Residential,0,0,178.97,1.31,1.53,53.66,30.59,1,0,0,18,176,4.8
6939,9777,244,2,8,2026-05-03,Spring Hill,Residential,0,0,405.3,2.03,2.12,57.3,94.76,0,0,0,40,192,4.5
6940,9781,859,2,6,2026-05-04,Brentwood,Residential,0,0,529.37,2.11,1.78,55.3,98.89,1,0,0,9,279,4.9
6941,9783,294,1,1,2026-05-04,Spring Hill,Residential,1,0,388.12,2.34,2.58,87.63,101.88,1,1,0,33,318,4.3
6942,9785,604,2,2,2026-05-04,Brentwood,Residential,0,1,450.6,1.95,1.47,51.56,93.33,1,0,0,54,20,4.9
6943,9786,782,3,5,2026-05-04,Brentwood,Residential,0,0,9230.15,21.28,25.1,903.65,5665.73,1,0,0,46,216,4.7
6944,9787,837,4,7,2026-05-04,Brentwood,Residential,0,0,2153.51,6.7,7.5,262.42,824.17,1,0,0,48,278,4.6
6945,9788,214,5,1,2026-05-04,Brentwood,Residential,0,0,264.19,1.28,1.38,46.84,42.15,1,0,0,44,249,4.3
6946,9789,122,1,1,2026-05-04,Spring Hill,Residential,0,0,574.77,2.33,2.49,84.78,130.86,0,1,0,47,263,4.1
6947,9790,245,1,5,2026-05-04,Franklin,Residential,0,0,892.91,2.44,2.85,102.69,167.42,1,0,0,41,98,4.3
6948,9791,679,1,4,2026-05-04,Spring Hill,Residential,1,1,362.26,2.17,2.14,59.82,78.27,1,0,0,23,93,4.7
6949,9792,202,1,4,2026-05-04,Spring Hill,Residential,0,1,445.13,2.3,3.19,89.3,91.49,1,0,1,38,79,4.7
6950,9793,344,2,7,2026-05-04,Brentwood,Residential,0,0,459.68,2.68,2.85,99.87,101.05,1,0,0,34,392,4.3
6951,9794,1088,2,8,2026-05-04,Brentwood,Residential,0,1,653.51,2.15,2.05,55.42,165.29,1,0,0,47,38,4.0
6952,9795,1098,6,4,2026-05-04,Nashville,Residential,0,0,1169.41,3.75,3.35,93.79,433.35,1,0,0,42,212,4.7
6953,9797,1054,4,5,2026-05-05,Franklin,Residential,1,0,2223.24,12.31,11.78,424.15,666.02,0,1,0,37,79,4.2
6954,9799,1203,6,8,2026-05-05,Nolensville,Residential,0,0,1088.87,2.92,3.33,89.92,403.31,0,0,0,51,270,3.7
6955,9800,1298,6,4,2026-05-05,Brentwood,Residential,1,0,1140.5,3.46,3.32,92.97,482.91,1,0,0,46,271,4.9
6956,9802,240,1,6,2026-05-05,Franklin,Residential,1,0,369.81,2.3,2.62,81.12,78.87,1,0,0,37,320,4.7
6957,9803,526,5,4,2026-05-05,Franklin,Residential,0,0,160.17,1.28,1.45,40.66,31.59,1,0,0,44,246,5.0
6958,9804,41,2,1,2026-05-05,Nolensville,Residential,0,0,624.86,2.39,2.27,77.28,148.28,1,0,0,30,244,5.0
6959,9805,1016,2,8,2026-05-05,Nashville,Residential,1,1,589.49,2.55,2.35,63.47,114.98,1,0,0,21,81,4.6
6960,9806,436,2,4,2026-05-05,Nashville,Residential,1,0,451.28,2.53,2.47,69.16,105.42,1,0,0,36,266,4.3
6961,9807,703,5,7,2026-05-05,Nolensville,Residential,1,0,195.52,1.25,1.31,45.86,28.31,1,0,0,50,344,4.7
6962,9809,239,4,5,2026-05-05,Nolensville,Residential,1,0,2608.72,10.15,8.85,318.5,799.1,1,0,0,57,346,4.7
6963,9810,796,5,7,2026-05-05,Nolensville,Residential,0,0,188.03,1.48,1.72,60.2,26.74,1,0,0,48,271,4.7
6964,9811,220,5,3,2026-05-05,Nashville,Residential,0,0,214.65,1.67,1.28,37.19,35.52,1,0,0,40,352,5.0
6965,9812,571,7,1,2026-05-05,Nashville,Residential,0,0,1059.95,5.55,6.07,206.53,280.49,1,0,0,19,173,4.4
6966,9814,1404,7,5,2026-05-05,Nashville,Residential,0,0,1116.5,4.26,5.37,193.3,308.79,1,0,0,25,177,4.5
6967,9815,727,1,4,2026-05-05,Franklin,Residential,1,0,463.9,2.33,2.59,72.6,102.32,1,0,0,39,341,4.5
6968,9816,517,4,7,2026-05-05,Spring Hill,Residential,0,0,2225.18,11.78,10.06,351.94,917.08,1,0,0,29,155,4.3
6969,9818,299,1,2,2026-05-06,Nashville,Residential,0,0,437.05,2.23,2.85,99.62,94.31,0,1,0,65,290,4.0
6970,9819,570,2,5,2026-05-06,Nashville,Commercial,0,1,749.05,2.46,2.21,79.54,186.04,1,0,0,43,67,4.7
6971,9821,591,5,7,2026-05-06,Nashville,Residential,0,0,145.02,1.27,1.33,46.41,24.25,1,0,0,49,242,4.5
6972,9822,683,2,2,2026-05-06,Spring Hill,Residential,1,0,510.86,2.3,2.44,85.39,118.69,1,0,0,40,370,4.8
6973,9823,428,1,2,2026-05-06,Nashville,Residential,0,0,578.3,2.25,2.13,74.48,130.53,1,0,0,40,173,4.8
6974,9824,583,1,8,2026-05-06,Brentwood,Residential,1,0,434.74,2.35,2.95,79.77,101.97,0,1,0,28,278,3.6
6975,9825,984,6,4,2026-05-06,Nashville,Commercial,0,0,1696.81,3.84,3.0,84.11,561.57,1,0,0,47,212,4.3
6976,9827,184,6,6,2026-05-06,Spring Hill,Residential,0,0,1004.09,4.02,4.2,130.27,402.48,1,0,0,17,237,5.0
6977,9828,1343,2,6,2026-05-06,Brentwood,Residential,0,0,759.39,2.0,1.78,55.17,158.73,1,0,0,27,246,4.8
6978,9830,1022,1,7,2026-05-06,Franklin,Residential,0,1,443.73,1.84,2.09,73.25,95.26,1,0,0,28,99,4.8
6979,9831,97,5,5,2026-05-06,Spring Hill,Residential,0,0,293.21,1.17,1.07,38.35,48.01,1,0,0,48,299,4.5
6980,9832,1253,1,2,2026-05-06,Franklin,Residential,1,0,452.49,2.26,2.26,78.97,72.04,1,0,0,38,266,5.0
6981,9833,121,5,6,2026-05-06,Spring Hill,Commercial,0,0,297.4,1.13,0.9,27.8,42.45,1,0,0,33,258,4.3
6982,9836,661,2,3,2026-05-07,Nashville,Residential,1,1,338.8,1.89,2.23,64.61,76.11,1,0,0,38,84,4.2
6983,9837,1221,5,3,2026-05-07,Franklin,Residential,1,0,241.7,1.31,1.4,40.73,38.99,1,0,0,11,312,5.0
6984,9838,859,1,4,2026-05-07,Brentwood,Residential,0,0,324.92,2.3,2.2,61.51,86.31,1,0,0,41,288,4.5
6985,9840,934,5,8,2026-05-07,Nashville,Residential,0,0,199.54,1.38,1.39,37.54,30.01,1,0,0,37,250,4.5
6986,9842,627,5,4,2026-05-07,Spring Hill,Residential,0,0,141.65,1.37,1.22,34.03,23.52,1,0,0,18,236,4.3
6987,9843,1188,4,7,2026-05-07,Spring Hill,Residential,0,0,2688.75,9.9,8.18,286.21,776.05,1,0,0,46,192,4.3
6988,9844,89,1,7,2026-05-07,Spring Hill,Residential,1,1,358.71,2.25,1.91,66.94,96.56,0,1,0,48,151,3.8
6989,9846,404,5,8,2026-05-08,Franklin,Residential,1,0,204.23,1.3,1.56,42.02,28.81,1,0,0,33,289,4.7
6990,9847,808,6,5,2026-05-08,Nolensville,Commercial,1,0,2029.28,3.54,3.15,113.32,874.51,1,0,0,59,275,4.9
6991,9849,1029,2,5,2026-05-08,Brentwood,Commercial,0,0,908.02,2.19,1.24,44.68,189.35,1,0,0,27,192,4.2
6992,9850,24,4,7,2026-05-08,Brentwood,Residential,0,0,2855.13,9.35,10.92,382.18,815.24,1,0,0,37,113,4.9
6993,9851,1110,1,1,2026-05-08,Brentwood,Commercial,1,1,512.51,2.39,1.98,67.41,136.22,1,0,0,46,54,4.7
6994,9852,120,6,6,2026-05-08,Nolensville,Residential,0,0,832.41,3.96,3.95,122.54,378.32,1,0,0,50,290,4.4
6995,9853,98,5,4,2026-05-08,Brentwood,Residential,1,0,196.45,1.71,1.84,51.42,31.52,1,0,0,43,344,4.5
6996,9854,909,5,3,2026-05-08,Nashville,Residential,1,0,227.28,1.08,0.99,28.65,38.3,1,0,0,30,188,4.3
6997,9855,168,7,7,2026-05-08,Franklin,Residential,0,0,1491.07,4.77,4.29,150.1,319.73,1,0,0,34,371,4.9
6998,9856,196,2,1,2026-05-08,Franklin,Residential,1,1,410.25,1.9,1.89,64.17,104.27,1,0,0,57,225,4.6
6999,9857,529,1,6,2026-05-08,Nashville,Residential,0,0,531.17,1.92,2.06,63.97,141.79,0,1,1,58,382,4.2
7000,9858,69,3,5,2026-05-08,Nashville,Residential,1,0,7988.04,19.96,14.8,532.91,3916.04,1,0,0,25,227,4.9
7001,9859,565,1,6,2026-05-08,Franklin,Residential,0,0,415.21,1.91,2.48,76.85,87.24,1,0,0,21,232,4.9
7002,9862,398,1,8,2026-05-08,Nashville,Residential,1,0,394.1,2.15,2.8,75.65,89.4,1,0,0,14,293,4.5
7003,9863,270,3,5,2026-05-08,Nolensville,Residential,1,0,10821.38,20.22,21.43,771.62,5263.79,1,0,0,52,277,4.5
7004,9864,240,5,4,2026-05-08,Franklin,Residential,1,0,141.76,1.58,1.62,45.48,20.77,1,0,0,34,226,4.9
7005,9867,241,2,6,2026-05-08,Nashville,Residential,0,0,479.84,1.91,1.54,47.79,90.68,1,0,0,43,275,4.8
7006,9869,573,5,3,2026-05-09,Nashville,Residential,0,0,193.8,1.43,1.4,40.52,25.62,0,1,1,26,202,3.7
7007,9870,1160,5,8,2026-05-09,Brentwood,Commercial,0,0,343.75,1.31,1.32,35.62,51.4,1,0,0,41,371,4.5
7008,9871,515,5,4,2026-05-09,Nashville,Residential,0,0,196.39,1.51,1.42,39.71,28.1,1,0,0,50,186,5.0
7009,9872,1172,5,3,2026-05-09,Nashville,Residential,0,0,182.72,1.34,1.38,40.04,29.2,0,0,1,23,291,4.8
7010,9873,1422,1,5,2026-05-09,Nolensville,Residential,0,1,392.5,2.17,2.53,91.05,109.36,1,0,0,57,20,4.7
7011,9874,22,1,8,2026-05-09,Brentwood,Residential,0,0,566.83,2.36,3.24,87.48,127.24,0,0,0,44,283,4.4
7012,9875,696,7,5,2026-05-09,Spring Hill,Residential,0,0,1108.97,5.23,5.48,197.41,258.52,1,0,0,38,187,4.6
7013,9878,866,1,2,2026-05-09,Spring Hill,Residential,0,0,594.23,2.28,2.06,72.12,145.06,1,0,0,31,191,5.0
7014,9879,460,2,5,2026-05-09,Franklin,Residential,0,0,480.6,2.16,2.38,85.72,113.48,1,0,0,41,254,4.3
7015,9881,487,1,3,2026-05-10,Nashville,Residential,0,0,491.09,2.36,2.39,69.31,106.05,1,0,0,45,321,4.7
7016,9882,1405,1,6,2026-05-10,Nashville,Residential,1,0,332.24,1.99,1.81,56.05,85.14,1,0,0,64,175,4.9
7017,9883,882,1,8,2026-05-10,Brentwood,Residential,0,1,584.68,2.35,2.48,67.05,128.52,1,0,0,35,71,4.4
7018,9884,160,1,5,2026-05-10,Franklin,Residential,0,1,539.47,2.27,2.55,91.85,83.44,1,0,0,35,20,5.0
7019,9885,1220,2,7,2026-05-10,Nashville,Residential,1,0,672.36,2.27,2.08,72.89,156.64,1,0,0,25,179,4.5
7020,9886,1428,2,2,2026-05-10,Franklin,Residential,1,1,340.56,2.21,2.09,73.29,104.31,0,1,0,39,75,4.1
7021,9888,628,5,1,2026-05-10,Nolensville,Residential,1,0,219.32,1.35,1.24,42.0,30.36,1,0,0,34,292,4.8
7022,9889,783,2,8,2026-05-11,Nashville,Residential,0,0,437.16,2.34,2.68,72.29,76.53,0,1,0,29,291,4.2
7023,9891,1051,2,7,2026-05-11,Brentwood,Residential,0,0,456.26,3.08,3.9,136.38,89.87,1,0,0,41,276,4.6
7024,9892,710,2,3,2026-05-11,Brentwood,Residential,0,0,580.34,2.3,2.06,59.81,107.4,1,0,1,44,226,4.3
7025,9893,1144,5,7,2026-05-11,Spring Hill,Residential,0,0,162.79,1.31,1.12,39.15,27.14,0,0,0,16,248,4.4
7026,9894,1070,4,5,2026-05-11,Franklin,Residential,0,0,1764.69,10.32,8.53,307.22,542.74,1,0,0,35,224,4.3
7027,9899,1382,6,6,2026-05-11,Brentwood,Residential,1,0,1331.14,3.84,4.61,143.02,544.74,1,0,0,20,333,4.5
7028,9901,372,5,6,2026-05-11,Franklin,Commercial,1,0,309.38,1.59,1.27,39.27,47.01,1,0,0,37,231,4.5
7029,9902,564,4,5,2026-05-12,Brentwood,Residential,0,0,2336.1,11.14,8.89,320.08,799.1,1,1,0,44,160,3.9
7030,9903,1170,1,1,2026-05-12,Franklin,Residential,1,0,312.63,1.98,1.87,63.48,83.66,1,0,0,57,208,4.6
7031,9904,1025,3,7,2026-05-12,Spring Hill,Residential,0,0,9277.99,16.71,14.16,495.56,3936.57,1,0,0,20,326,4.6
7032,9906,683,1,7,2026-05-12,Spring Hill,Residential,1,0,394.37,2.2,2.05,71.78,100.96,0,0,0,47,236,4.0
7033,9908,596,1,1,2026-05-12,Spring Hill,Residential,1,1,508.15,1.95,1.86,63.31,138.66,1,0,0,37,130,4.7
7034,9910,1309,1,4,2026-05-12,Nolensville,Residential,1,1,512.49,2.27,2.5,70.0,128.45,1,0,0,53,52,4.3
7035,9911,1253,7,5,2026-05-12,Franklin,Residential,1,0,828.92,5.1,5.78,208.0,224.65,1,0,0,47,278,4.4
7036,9912,895,4,5,2026-05-12,Spring Hill,Residential,0,0,3137.55,8.21,8.86,318.91,938.97,1,0,0,60,284,4.6
7037,9913,1292,5,8,2026-05-12,Nolensville,Residential,0,0,171.52,1.31,1.41,38.05,28.62,1,0,0,38,226,4.6
7038,9915,491,1,7,2026-05-12,Nashville,Residential,0,0,536.21,2.43,2.4,84.07,114.32,1,0,0,65,174,4.4
7039,9916,992,5,4,2026-05-12,Spring Hill,Residential,0,0,254.26,1.33,1.61,45.0,33.65,0,1,0,34,228,4.0
7040,9917,325,7,5,2026-05-12,Brentwood,Residential,0,0,1153.67,4.94,3.43,123.64,238.62,0,0,0,61,290,4.3
7041,9918,101,5,1,2026-05-12,Franklin,Residential,0,0,145.21,1.23,0.75,25.41,19.99,1,0,0,37,249,5.0
7042,9920,806,6,6,2026-05-13,Spring Hill,Residential,1,0,998.32,3.91,3.35,103.8,356.67,0,1,0,20,149,4.3
7043,9921,612,1,6,2026-05-13,Nashville,Residential,0,1,409.25,2.16,1.82,56.42,87.95,1,0,0,40,20,4.7
7044,9925,156,5,6,2026-05-13,Franklin,Residential,0,0,167.52,1.27,1.02,31.63,21.98,1,0,0,15,339,4.9
7045,9926,861,7,8,2026-05-13,Nashville,Residential,0,0,1067.06,4.93,5.34,144.22,287.18,1,0,0,44,304,4.4
7046,9927,105,5,4,2026-05-13,Brentwood,Residential,0,0,165.78,1.26,1.26,35.29,20.27,1,0,1,34,180,4.4
7047,9930,316,2,7,2026-05-13,Nolensville,Residential,0,0,635.05,2.42,2.16,75.64,132.15,1,0,1,49,160,4.8
7048,9932,1283,6,7,2026-05-13,Franklin,Residential,0,0,1498.48,4.21,3.94,137.75,625.31,1,0,0,25,196,4.9
7049,9934,40,5,4,2026-05-13,Franklin,Residential,0,0,158.18,1.28,1.61,44.94,24.93,0,1,1,38,248,4.1
7050,9935,91,1,2,2026-05-13,Brentwood,Residential,1,0,322.03,1.98,1.88,65.73,65.96,1,0,0,37,308,4.9
7051,9936,761,6,7,2026-05-13,Spring Hill,Residential,0,0,1082.87,3.86,4.37,152.83,451.13,1,0,0,47,247,4.5
7052,9937,1223,2,3,2026-05-13,Brentwood,Residential,0,0,557.82,2.75,2.84,82.42,125.49,0,1,0,33,434,4.4
7053,9938,491,5,5,2026-05-13,Nashville,Residential,0,0,250.43,1.01,1.17,42.2,37.08,1,0,0,38,248,4.8
7054,9940,1398,2,4,2026-05-14,Nolensville,Residential,0,1,542.09,2.46,2.11,59.0,122.29,1,0,0,35,63,4.2
7055,9941,1066,6,4,2026-05-14,Nashville,Residential,0,0,984.06,3.67,4.24,118.81,417.14,1,0,0,35,286,4.3
7056,9942,624,1,8,2026-05-14,Nashville,Commercial,0,0,954.43,2.57,3.2,86.52,194.06,1,0,0,31,327,4.4
7057,9943,356,1,7,2026-05-14,Nolensville,Residential,0,0,457.47,2.13,2.7,94.38,101.51,1,0,0,27,184,5.0
7058,9945,1176,2,1,2026-05-14,Nolensville,Residential,0,1,504.33,2.55,2.35,79.77,110.55,1,0,0,12,77,4.5
7059,9948,363,6,3,2026-05-14,Nashville,Residential,1,0,961.54,4.03,4.27,123.79,360.19,1,0,0,61,162,4.5
7060,9949,1154,3,5,2026-05-14,Nashville,Residential,1,0,11730.1,18.01,17.85,642.51,5566.33,1,0,0,23,192,4.7
7061,9950,823,5,4,2026-05-14,Brentwood,Residential,1,0,192.14,1.4,1.55,43.44,22.89,1,0,0,57,312,4.5
7062,9951,991,3,5,2026-05-14,Nashville,Residential,0,0,12609.33,19.26,12.68,456.5,6905.27,1,0,0,9,265,4.5
7063,9953,1271,5,4,2026-05-14,Nashville,Residential,0,0,188.37,1.47,1.56,43.72,28.87,1,0,1,50,230,4.3
7064,9954,1380,1,8,2026-05-15,Nolensville,Residential,0,0,395.6,2.25,2.36,63.67,69.75,0,1,0,40,191,3.9
7065,9956,904,1,6,2026-05-15,Nashville,Residential,0,0,518.38,2.0,1.67,51.63,97.98,1,0,1,44,149,4.5
7066,9958,202,1,7,2026-05-15,Spring Hill,Residential,0,1,446.87,2.13,2.52,88.29,102.18,1,0,0,55,126,4.8
7067,9959,639,2,6,2026-05-15,Nolensville,Residential,0,0,529.0,2.48,2.59,80.23,128.76,1,0,0,25,273,5.0
7068,9960,3,5,2,2026-05-15,Nashville,Residential,0,0,234.35,1.42,1.3,45.54,40.23,1,0,0,35,121,4.9
7069,9961,412,2,2,2026-05-15,Franklin,Residential,0,0,487.72,2.49,1.76,61.55,126.81,1,0,0,43,340,5.0
7070,9962,567,6,3,2026-05-15,Franklin,Residential,0,0,1454.44,2.9,2.63,76.15,529.37,0,0,0,53,257,4.7
7071,9963,641,4,7,2026-05-15,Nashville,Residential,0,0,2293.8,10.96,10.72,375.19,684.97,1,0,0,67,149,4.7
7072,9964,897,5,6,2026-05-15,Nashville,Residential,1,0,188.71,1.07,1.09,33.69,33.18,1,0,0,41,287,5.0
7073,9965,1117,6,8,2026-05-15,Nashville,Residential,1,0,961.75,3.44,4.35,117.36,366.48,1,0,0,35,245,4.2
7074,9966,372,6,5,2026-05-15,Franklin,Commercial,1,0,2670.74,3.31,3.52,126.7,1245.18,0,1,0,45,228,4.4
7075,9967,1091,3,7,2026-05-15,Nolensville,Residential,1,0,10438.19,17.11,16.14,564.77,6805.32,1,0,0,59,262,4.6
7076,9968,1138,1,2,2026-05-15,Nashville,Residential,0,1,569.69,1.98,0.92,32.16,92.25,1,0,1,56,67,4.9
7077,9969,519,5,5,2026-05-15,Brentwood,Residential,1,0,171.29,1.51,1.77,63.79,28.48,1,0,0,36,242,5.0
7078,9970,239,2,2,2026-05-15,Nolensville,Residential,1,0,365.32,2.69,2.45,85.59,83.23,1,0,0,33,236,4.6
7079,9972,468,4,5,2026-05-16,Nashville,Residential,0,0,1891.47,8.16,5.68,204.54,682.27,1,0,0,35,246,4.3
