estimate_id,customer_id,service_id,estimate_date,quoted_revenue,estimate_status,won_date,lead_source
10994,289,1,2026-07-04,490.72,Won,2026-07-05,Google
10995,242,6,2026-06-26,1581.45,Won,2026-07-05,Direct Mail
10996,7,5,2026-06-25,259.95,Won,2026-07-05,Google
10997,256,1,2026-07-04,522.29,Open,,Home Services Marketplace
10998,375,1,2026-06-30,689.78,Won,2026-07-05,Direct Mail
10999,1424,6,2026-06-27,993.73,Won,2026-07-05,Referral
11000,253,2,2026-06-30,444.48,Won,2026-07-05,Google
11001,1182,3,2026-06-27,12069.29,Won,2026-07-05,Google
11002,922,1,2026-07-03,666.18,Won,2026-07-05,Home Services Marketplace
11003,31,1,2026-07-03,440.59,Won,2026-07-05,Direct Mail
11004,1286,4,2026-06-26,2331.64,Won,2026-07-05,Google
11005,1177,7,2026-06-29,863.83,Lost,,Google
11006,246,4,2026-07-02,2548.13,Open,,Referral
11007,433,1,2026-06-23,480.8,Won,2026-07-05,Google
11008,415,1,2026-06-29,612.12,Won,2026-07-05,Referral
11009,1310,2,2026-06-28,641.12,Won,2026-07-05,Organic
11010,257,1,2026-06-26,394.04,Won,2026-07-05,Direct Mail
11011,829,1,2026-06-24,413.89,Won,2026-07-05,Referral
11012,1170,5,2026-07-04,247.2,Won,2026-07-05,Google
11013,450,2,2026-06-30,660.21,Won,2026-07-06,Home Services Marketplace
11014,663,4,2026-06-24,2482.84,Open,,Direct Mail
11015,832,5,2026-07-04,188.67,Won,2026-07-06,Referral
11016,78,6,2026-06-25,2203.96,Won,2026-07-06,Google
11017,12,1,2026-06-29,362.73,Won,2026-07-06,Home Services Marketplace
11018,1289,1,2026-07-02,1087.65,Won,2026-07-06,Google
11019,1357,3,2026-06-24,9271.8,Won,2026-07-06,Google
11020,1158,1,2026-07-04,442.4,Won,2026-07-06,Organic
11021,804,1,2026-06-28,413.26,Won,2026-07-06,Home Services Marketplace
11022,357,2,2026-06-24,397.28,Lost,,Referral
11023,958,1,2026-06-30,575.0,Won,2026-07-06,Google
11024,1383,1,2026-07-02,521.5,Lost,,Referral
11025,1002,3,2026-06-29,8566.39,Won,2026-07-06,Google
11026,455,3,2026-06-28,8656.44,Lost,,Google
11027,193,1,2026-06-29,570.72,Won,2026-07-06,Home Services Marketplace
11028,805,6,2026-07-05,1407.58,Lost,,Referral
11029,378,1,2026-06-28,466.28,Won,2026-07-06,Home Services Marketplace
11030,1148,6,2026-06-24,946.5,Open,,Home Services Marketplace
11031,879,1,2026-07-05,395.95,Won,2026-07-06,Organic
11032,1047,1,2026-07-01,538.94,Lost,,Home Services Marketplace
11033,263,5,2026-06-28,397.41,Won,2026-07-06,Organic
11034,1298,1,2026-07-06,542.65,Won,2026-07-06,Direct Mail
11035,692,3,2026-07-04,22429.51,Open,,Organic
11036,991,1,2026-06-29,579.57,Won,2026-07-06,Referral
11037,239,5,2026-06-26,238.17,Open,,Organic
11038,661,5,2026-07-05,193.71,Won,2026-07-06,Google
11039,371,1,2026-06-30,609.86,Open,,Referral
11040,1072,2,2026-06-28,837.0,Lost,,Referral
11041,1334,7,2026-06-28,1073.58,Won,2026-07-06,Home Services Marketplace
11042,1140,2,2026-06-29,567.13,Lost,,Google
11043,942,6,2026-06-27,1686.5,Won,2026-07-07,Google
11044,672,7,2026-06-30,1255.19,Won,2026-07-07,Google
11045,763,2,2026-07-07,429.21,Lost,,Google
11046,141,5,2026-06-30,214.82,Won,2026-07-07,Google
11047,1425,2,2026-07-02,537.0,Won,2026-07-07,Google
11048,963,5,2026-07-04,205.53,Won,2026-07-07,Referral
11049,673,1,2026-06-26,416.63,Won,2026-07-07,Referral
11050,997,5,2026-06-26,152.84,Won,2026-07-07,Referral
11051,826,2,2026-07-05,819.83,Won,2026-07-07,Google
11052,827,1,2026-06-29,1116.12,Won,2026-07-07,Google
11053,953,3,2026-07-01,7659.74,Won,2026-07-07,Home Services Marketplace
11054,687,5,2026-06-26,245.42,Won,2026-07-07,Google
11055,1061,5,2026-07-03,205.32,Won,2026-07-07,Organic
11056,389,1,2026-06-25,365.53,Won,2026-07-07,Referral
11057,60,5,2026-07-04,211.7,Won,2026-07-07,Direct Mail
11058,330,3,2026-06-26,10586.69,Lost,,Referral
11059,394,1,2026-07-05,455.33,Won,2026-07-07,Home Services Marketplace
11060,1086,2,2026-07-02,452.66,Won,2026-07-07,Google
11061,793,7,2026-07-03,2040.03,Lost,,Google
11062,222,3,2026-06-28,7146.86,Open,,Home Services Marketplace
11063,574,3,2026-07-02,11004.94,Lost,,Organic
11064,1147,6,2026-07-05,1562.47,Won,2026-07-07,Referral
11065,422,5,2026-07-04,173.76,Lost,,Google
11066,1310,5,2026-06-26,169.26,Lost,,Organic
11067,1398,2,2026-07-05,561.49,Lost,,Google
11068,1162,3,2026-06-28,7412.53,Open,,Google
11069,167,5,2026-06-25,171.32,Won,2026-07-07,Referral
11070,679,2,2026-07-02,686.82,Won,2026-07-07,Google
11071,90,2,2026-07-02,464.49,Won,2026-07-08,Google
11072,933,5,2026-06-28,170.75,Won,2026-07-08,Google
11073,83,2,2026-06-27,699.49,Won,2026-07-08,Referral
11074,723,1,2026-07-02,450.57,Won,2026-07-08,Direct Mail
11075,1151,1,2026-06-30,599.51,Won,2026-07-08,Referral
11076,625,7,2026-06-30,1121.15,Won,2026-07-08,Home Services Marketplace
11077,986,7,2026-06-28,887.32,Won,2026-07-08,Home Services Marketplace
11078,488,5,2026-07-05,162.38,Won,2026-07-08,Home Services Marketplace
11079,44,2,2026-06-28,525.21,Won,2026-07-08,Google
11080,223,7,2026-07-01,1267.44,Open,,Google
11081,823,3,2026-07-02,8660.04,Open,,Home Services Marketplace
11082,72,5,2026-06-29,154.4,Won,2026-07-08,Referral
11083,1095,2,2026-07-02,853.66,Won,2026-07-08,Referral
11084,1377,3,2026-06-29,9389.3,Lost,,Direct Mail
11085,572,5,2026-07-01,185.78,Won,2026-07-08,Direct Mail
11086,246,4,2026-06-26,2211.51,Lost,,Referral
11087,106,2,2026-06-27,349.02,Lost,,Organic
11088,782,2,2026-07-04,454.12,Won,2026-07-08,Organic
11089,1169,6,2026-06-29,1396.29,Won,2026-07-08,Referral
11090,42,5,2026-07-03,198.14,Won,2026-07-08,Home Services Marketplace
11091,1147,2,2026-07-06,584.16,Won,2026-07-08,Referral
11092,426,4,2026-07-01,2024.87,Open,,Referral
11093,1345,7,2026-06-28,969.4,Won,2026-07-08,Organic
11094,1408,1,2026-07-06,376.45,Won,2026-07-08,Google
11095,986,2,2026-07-02,510.15,Won,2026-07-08,Home Services Marketplace
11096,1016,1,2026-07-03,399.05,Won,2026-07-08,Google
11097,173,1,2026-06-30,347.33,Lost,,Google
11098,1268,2,2026-07-02,496.39,Won,2026-07-08,Organic
11099,278,2,2026-06-28,440.18,Won,2026-07-08,Google
11100,833,5,2026-07-09,139.76,Won,2026-07-09,Organic
11101,97,2,2026-07-02,760.32,Lost,,Google
11102,996,6,2026-07-04,962.02,Won,2026-07-09,Organic
11103,508,1,2026-07-05,450.58,Won,2026-07-09,Google
11104,940,2,2026-07-07,646.91,Won,2026-07-09,Google
11105,670,5,2026-07-05,194.95,Won,2026-07-09,Referral
11106,380,5,2026-07-05,197.38,Won,2026-07-09,Organic
11107,1373,4,2026-06-27,4342.33,Won,2026-07-09,Referral
11108,1040,5,2026-07-01,186.9,Lost,,Google
11109,924,2,2026-07-09,1272.78,Lost,,Google
11110,1372,1,2026-07-05,442.59,Open,,Referral
11111,315,5,2026-07-04,209.76,Won,2026-07-09,Google
11112,276,1,2026-06-30,618.36,Won,2026-07-09,Google
11113,823,1,2026-07-01,439.8,Won,2026-07-09,Home Services Marketplace
11114,1051,5,2026-07-05,205.8,Won,2026-07-09,Organic
11115,1225,5,2026-07-09,346.22,Won,2026-07-09,Organic
11116,329,1,2026-07-01,561.25,Open,,Google
11117,1108,5,2026-07-07,174.87,Won,2026-07-09,Organic
11118,935,4,2026-07-06,2941.26,Won,2026-07-09,Home Services Marketplace
11119,1248,1,2026-07-02,785.72,Won,2026-07-09,Google
11120,399,1,2026-07-03,384.62,Lost,,Organic
11121,851,1,2026-07-06,744.03,Won,2026-07-09,Referral
11122,1219,5,2026-07-08,148.37,Won,2026-07-09,Referral
11123,547,1,2026-07-09,653.88,Lost,,Google
11124,860,2,2026-07-09,570.02,Won,2026-07-10,Referral
11125,446,4,2026-06-30,1834.93,Won,2026-07-10,Google
11126,12,1,2026-07-03,468.04,Won,2026-07-10,Home Services Marketplace
11127,1175,6,2026-07-05,1508.75,Lost,,Referral
11128,353,5,2026-07-04,196.22,Won,2026-07-10,Referral
11129,541,3,2026-07-09,9377.46,Won,2026-07-10,Organic
11130,658,1,2026-07-03,598.33,Open,,Organic
11131,1221,3,2026-07-04,11922.58,Open,,Referral
11132,129,2,2026-07-07,470.25,Won,2026-07-10,Referral
11133,958,5,2026-07-10,131.36,Won,2026-07-10,Google
11134,385,1,2026-07-06,466.96,Won,2026-07-10,Google
11135,422,5,2026-07-09,168.5,Lost,,Google
11136,123,7,2026-07-08,1394.72,Won,2026-07-10,Google
11137,162,1,2026-07-09,629.76,Lost,,Organic
11138,227,5,2026-06-29,205.22,Won,2026-07-10,Home Services Marketplace
11139,1007,2,2026-07-05,896.23,Won,2026-07-10,Referral
11140,707,1,2026-06-28,492.12,Open,,Organic
11141,179,1,2026-07-09,481.77,Won,2026-07-10,Organic
11142,1104,5,2026-07-08,233.75,Won,2026-07-10,Google
11143,1020,1,2026-07-07,820.52,Won,2026-07-10,Home Services Marketplace
11144,1300,1,2026-07-06,481.56,Won,2026-07-11,Google
11145,1016,5,2026-06-30,185.92,Lost,,Google
11146,158,2,2026-07-08,495.88,Won,2026-07-11,Home Services Marketplace
11147,816,5,2026-07-03,371.3,Won,2026-07-11,Organic
11148,483,3,2026-07-03,10308.91,Lost,,Google
11149,1257,5,2026-07-07,149.1,Won,2026-07-11,Home Services Marketplace
11150,803,1,2026-07-09,560.45,Won,2026-07-11,Google
11151,525,1,2026-06-29,437.88,Won,2026-07-11,Google
11152,629,5,2026-07-04,199.01,Won,2026-07-12,Home Services Marketplace
11153,221,5,2026-06-30,128.07,Won,2026-07-12,Google
11154,1226,3,2026-07-03,11539.07,Lost,,Referral
11155,782,7,2026-07-03,1186.47,Won,2026-07-12,Organic
11156,662,1,2026-07-02,361.09,Won,2026-07-12,Referral
11157,334,1,2026-07-01,399.56,Won,2026-07-12,Organic
11158,352,5,2026-07-08,132.98,Won,2026-07-12,Direct Mail
11159,1077,1,2026-07-12,614.1,Open,,Referral
11160,622,4,2026-07-05,2086.58,Won,2026-07-12,Direct Mail
11161,228,4,2026-07-02,2759.31,Lost,,Google
11162,169,1,2026-07-10,636.99,Open,,Google
11163,273,1,2026-07-08,416.97,Won,2026-07-12,Direct Mail
11164,78,1,2026-07-07,885.16,Open,,Google
11165,398,6,2026-07-09,1371.23,Open,,Direct Mail
11166,656,5,2026-07-01,241.67,Won,2026-07-12,Referral
11167,765,1,2026-07-03,565.65,Won,2026-07-12,Google
11168,843,5,2026-07-03,213.06,Won,2026-07-12,Referral
11169,785,3,2026-07-04,10432.52,Lost,,Home Services Marketplace
11170,36,4,2026-07-06,3174.07,Won,2026-07-12,Google
11171,1282,3,2026-06-30,10508.97,Open,,Referral
11172,456,1,2026-07-01,413.2,Lost,,Organic
11173,1099,6,2026-07-08,1132.83,Won,2026-07-13,Organic
11174,67,5,2026-07-13,186.3,Won,2026-07-13,Google
11175,749,6,2026-07-01,1140.58,Won,2026-07-13,Google
11176,85,1,2026-07-02,490.03,Won,2026-07-13,Referral
11177,1228,7,2026-07-12,1027.8,Open,,Organic
11178,1230,5,2026-07-11,190.11,Won,2026-07-13,Referral
11179,1389,4,2026-07-06,2185.14,Lost,,Direct Mail
11180,459,5,2026-07-01,175.04,Won,2026-07-13,Google
11181,355,1,2026-07-09,447.86,Won,2026-07-13,Organic
11182,1372,4,2026-07-13,2770.41,Open,,Referral
11183,1134,5,2026-07-03,191.31,Won,2026-07-13,Google
11184,1156,5,2026-07-12,159.65,Won,2026-07-13,Referral
11185,1100,5,2026-07-08,203.39,Open,,Organic
11186,1425,5,2026-07-09,189.22,Won,2026-07-13,Google
11187,1144,6,2026-07-12,1101.51,Won,2026-07-13,Google
11188,1341,5,2026-07-07,211.39,Won,2026-07-13,Referral
11189,442,1,2026-07-13,530.89,Won,2026-07-13,Google
11190,637,7,2026-07-01,894.44,Won,2026-07-13,Referral
11191,1140,2,2026-07-10,497.08,Open,,Google
11192,1211,3,2026-07-11,9857.38,Won,2026-07-13,Home Services Marketplace
11193,4,5,2026-07-13,153.69,Won,2026-07-13,Google
11194,684,1,2026-07-03,520.19,Lost,,Direct Mail
11195,332,4,2026-07-10,2342.03,Open,,Google
11196,460,3,2026-07-03,13454.13,Lost,,Referral
11197,853,3,2026-07-13,11753.94,Open,,Google
11198,63,4,2026-07-03,2738.0,Won,2026-07-14,Google
11199,127,1,2026-07-14,480.78,Won,2026-07-14,Organic
11200,16,1,2026-07-12,509.83,Won,2026-07-14,Google
11201,892,1,2026-07-09,472.79,Won,2026-07-14,Organic
11202,522,2,2026-07-14,626.98,Won,2026-07-14,Google
11203,322,2,2026-07-14,638.91,Won,2026-07-14,Google
11204,271,4,2026-07-05,1556.74,Lost,,Google
11205,653,5,2026-07-11,153.55,Open,,Google
11206,966,7,2026-07-09,986.0,Won,2026-07-14,Referral
11207,1072,1,2026-07-04,1072.85,Won,2026-07-14,Referral
11208,192,6,2026-07-04,2060.83,Won,2026-07-14,Google
11209,187,5,2026-07-13,178.24,Won,2026-07-14,Referral
11210,684,6,2026-07-13,1447.41,Won,2026-07-14,Direct Mail
11211,1244,4,2026-07-12,2006.76,Won,2026-07-14,Organic
11212,110,7,2026-07-03,1493.24,Won,2026-07-14,Google
11213,939,1,2026-07-05,510.24,Won,2026-07-14,Organic
11214,1057,3,2026-07-07,10552.15,Won,2026-07-14,Referral
11215,85,1,2026-07-14,422.2,Lost,,Referral
11216,1070,3,2026-07-05,9765.32,Lost,,Organic
11217,983,1,2026-07-07,365.34,Won,2026-07-14,Organic
11218,325,6,2026-07-03,1152.34,Won,2026-07-15,Referral
11219,951,4,2026-07-09,2736.6,Lost,,Google
11220,378,6,2026-07-07,1448.16,Lost,,Home Services Marketplace
11221,1392,1,2026-07-15,432.12,Won,2026-07-15,Organic
11222,673,1,2026-07-07,368.99,Won,2026-07-15,Referral
11223,804,1,2026-07-10,539.29,Won,2026-07-15,Home Services Marketplace
11224,1096,5,2026-07-04,166.18,Won,2026-07-15,Direct Mail
11225,489,4,2026-07-09,2244.97,Won,2026-07-15,Google
11226,1326,5,2026-07-12,209.99,Won,2026-07-15,Referral
11227,628,3,2026-07-03,8309.32,Won,2026-07-15,Referral
11228,269,7,2026-07-03,956.5,Won,2026-07-15,Referral
11229,479,1,2026-07-07,501.37,Won,2026-07-15,Referral
11230,1002,1,2026-07-11,402.63,Open,,Google
11231,140,5,2026-07-09,201.19,Won,2026-07-15,Google
11232,798,2,2026-07-13,445.85,Won,2026-07-15,Referral
11233,1117,5,2026-07-03,158.47,Won,2026-07-15,Google
11234,1407,1,2026-07-13,502.44,Open,,Referral
11235,1234,7,2026-07-12,1036.47,Won,2026-07-15,Referral
11236,1307,1,2026-07-05,889.77,Won,2026-07-15,Google
11237,139,5,2026-07-06,164.7,Open,,Google
11238,674,4,2026-07-03,2569.96,Won,2026-07-15,Referral
11239,348,5,2026-07-04,162.53,Won,2026-07-15,Google
11240,1291,2,2026-07-10,858.11,Open,,Home Services Marketplace
11241,1206,4,2026-07-05,2526.44,Won,2026-07-15,Google
11242,172,5,2026-07-09,251.71,Won,2026-07-15,Organic
11243,525,1,2026-07-10,400.66,Won,2026-07-15,Google
11244,1113,5,2026-07-05,190.02,Won,2026-07-15,Home Services Marketplace
11245,716,1,2026-07-10,612.24,Won,2026-07-16,Organic
11246,1257,5,2026-07-11,196.19,Open,,Home Services Marketplace
11247,281,1,2026-07-04,565.09,Lost,,Organic
11248,778,1,2026-07-15,387.46,Open,,Google
11249,799,5,2026-07-08,169.2,Lost,,Referral
11250,309,1,2026-07-05,569.96,Won,2026-07-16,Referral
11251,781,1,2026-07-10,337.19,Won,2026-07-16,Referral
11252,1448,1,2026-07-11,550.41,Won,2026-07-16,Organic
11253,1431,2,2026-07-07,465.93,Won,2026-07-16,Google
11254,593,2,2026-07-12,415.54,Won,2026-07-16,Home Services Marketplace
11255,7,1,2026-07-05,392.42,Lost,,Google
11256,1001,1,2026-07-13,889.02,Won,2026-07-16,Referral
11257,295,6,2026-07-06,1298.34,Won,2026-07-16,Google
11258,596,1,2026-07-09,563.97,Won,2026-07-16,Referral
11259,848,2,2026-07-05,597.06,Won,2026-07-16,Google
11260,520,7,2026-07-13,1057.23,Won,2026-07-16,Organic
11261,1327,7,2026-07-13,1119.42,Open,,Google
11262,437,6,2026-07-06,1111.26,Won,2026-07-16,Referral
11263,574,1,2026-07-15,587.74,Lost,,Organic
11264,1049,5,2026-07-11,197.23,Won,2026-07-16,Google
11265,899,5,2026-07-05,198.4,Lost,,Organic
11266,241,4,2026-07-11,2756.64,Won,2026-07-16,Referral
11267,1148,1,2026-07-15,470.69,Open,,Home Services Marketplace
11268,175,3,2026-07-11,13617.75,Lost,,Organic
11269,1048,1,2026-07-15,753.97,Won,2026-07-17,Referral
11270,1277,2,2026-07-17,594.64,Lost,,Organic
11271,375,5,2026-07-12,233.49,Won,2026-07-17,Direct Mail
11272,395,4,2026-07-09,5881.45,Won,2026-07-17,Organic
11273,681,5,2026-07-10,176.71,Won,2026-07-17,Referral
11274,789,5,2026-07-11,192.38,Open,,Home Services Marketplace
11275,441,5,2026-07-16,162.42,Won,2026-07-17,Organic
11276,1259,1,2026-07-14,580.97,Won,2026-07-17,Organic
11277,1075,1,2026-07-11,430.48,Won,2026-07-17,Referral
11278,239,6,2026-07-13,936.72,Won,2026-07-17,Organic
11279,1446,2,2026-07-07,541.43,Won,2026-07-17,Home Services Marketplace
11280,904,5,2026-07-06,165.5,Open,,Google
11281,793,5,2026-07-09,369.78,Open,,Google
11282,1210,5,2026-07-10,179.31,Won,2026-07-17,Google
11283,887,1,2026-07-09,1031.13,Won,2026-07-17,Google
11284,1320,5,2026-07-05,307.07,Won,2026-07-17,Direct Mail
11285,915,6,2026-07-13,1169.68,Won,2026-07-17,Referral
11286,534,5,2026-07-18,179.06,Lost,,Organic
11287,552,2,2026-07-06,374.35,Won,2026-07-18,Referral
11288,553,1,2026-07-10,479.67,Won,2026-07-18,Referral
11289,949,1,2026-07-06,428.66,Won,2026-07-18,Direct Mail
11290,106,1,2026-07-14,544.35,Lost,,Organic
11291,423,6,2026-07-13,1732.24,Won,2026-07-18,Organic
11292,677,1,2026-07-15,415.76,Won,2026-07-18,Home Services Marketplace
11293,270,3,2026-07-06,13351.11,Won,2026-07-18,Organic
11294,1244,1,2026-07-16,484.6,Won,2026-07-18,Organic
11295,1289,7,2026-07-13,2331.16,Won,2026-07-18,Google
11296,295,3,2026-07-14,7529.68,Open,,Google
11297,433,5,2026-07-11,171.08,Won,2026-07-18,Google
11298,716,1,2026-07-12,503.63,Open,,Organic
11299,307,1,2026-07-15,457.13,Open,,Google
11300,623,2,2026-07-12,566.18,Won,2026-07-18,Google
11301,73,5,2026-07-17,257.92,Won,2026-07-18,Referral
11302,1261,5,2026-07-10,206.38,Won,2026-07-18,Organic
11303,200,1,2026-07-16,594.82,Won,2026-07-18,Direct Mail
11304,1013,5,2026-07-12,208.19,Won,2026-07-18,Google
11305,804,6,2026-07-09,1441.32,Won,2026-07-19,Home Services Marketplace
11306,981,6,2026-07-14,1130.06,Won,2026-07-19,Referral
11307,592,2,2026-07-14,796.96,Won,2026-07-19,Home Services Marketplace
11308,1341,1,2026-07-10,556.87,Won,2026-07-19,Referral
11309,866,1,2026-07-10,604.79,Won,2026-07-19,Organic
11310,935,2,2026-07-14,500.17,Won,2026-07-19,Home Services Marketplace
11311,975,4,2026-07-13,2321.57,Lost,,Referral
11312,565,2,2026-07-15,450.86,Open,,Referral
11313,1254,1,2026-07-15,540.8,Won,2026-07-19,Home Services Marketplace
11314,728,5,2026-07-13,238.76,Lost,,Direct Mail
11315,460,5,2026-07-14,216.94,Won,2026-07-19,Referral
11316,458,5,2026-07-18,169.15,Won,2026-07-19,Referral
11317,958,3,2026-07-08,10813.4,Lost,,Google
11318,610,5,2026-07-13,178.69,Lost,,Google
11319,61,1,2026-07-15,402.57,Won,2026-07-19,Google
11320,289,5,2026-07-13,151.59,Won,2026-07-19,Google
11321,369,2,2026-07-16,390.9,Open,,Referral
11322,1288,5,2026-07-15,172.41,Open,,Organic
11323,737,5,2026-07-07,234.49,Won,2026-07-19,Home Services Marketplace
11324,1243,3,2026-07-17,7242.2,Won,2026-07-19,Organic
11325,489,1,2026-07-18,467.87,Lost,,Google
11326,1159,2,2026-07-19,472.51,Won,2026-07-19,Referral
11327,109,1,2026-07-16,374.15,Won,2026-07-19,Referral
11328,765,1,2026-07-09,406.69,Open,,Google
11329,696,1,2026-07-08,417.73,Open,,Organic
11330,861,5,2026-07-11,176.93,Won,2026-07-20,Home Services Marketplace
11331,818,5,2026-07-20,189.64,Open,,Google
11332,981,3,2026-07-19,9880.31,Lost,,Referral
11333,48,3,2026-07-12,8589.95,Won,2026-07-20,Home Services Marketplace
11334,491,5,2026-07-17,223.77,Lost,,Organic
11335,561,1,2026-07-08,410.53,Won,2026-07-20,Google
11336,314,2,2026-07-18,454.41,Lost,,Referral
11337,585,3,2026-07-15,9858.36,Won,2026-07-20,Organic
11338,491,5,2026-07-17,150.91,Won,2026-07-20,Organic
11339,786,6,2026-07-12,1227.97,Open,,Google
11340,1246,5,2026-07-10,236.62,Won,2026-07-20,Google
11341,674,5,2026-07-12,164.75,Open,,Referral
11342,63,5,2026-07-16,141.74,Won,2026-07-20,Google
11343,1364,5,2026-07-19,202.09,Won,2026-07-20,Referral
11344,490,2,2026-07-14,578.12,Won,2026-07-20,Referral
11345,1103,1,2026-07-20,434.39,Won,2026-07-20,Google
11346,950,1,2026-07-11,968.12,Won,2026-07-20,Home Services Marketplace
11347,1382,1,2026-07-13,919.64,Won,2026-07-20,Home Services Marketplace
11348,185,5,2026-07-11,154.75,Won,2026-07-20,Google
11349,554,5,2026-07-20,213.97,Won,2026-07-20,Google
11350,76,2,2026-07-08,622.13,Lost,,Organic
11351,243,6,2026-07-15,1004.59,Lost,,Direct Mail
11352,931,4,2026-07-10,2954.36,Open,,Direct Mail
11353,114,7,2026-07-17,1017.13,Open,,Google
11354,1340,2,2026-07-21,482.22,Won,2026-07-21,Organic
11355,146,1,2026-07-19,431.89,Won,2026-07-21,Direct Mail
11356,869,1,2026-07-17,510.41,Open,,Google
11357,516,5,2026-07-15,147.72,Won,2026-07-21,Google
11358,725,1,2026-07-13,652.97,Won,2026-07-21,Referral
11359,1319,6,2026-07-11,1201.72,Won,2026-07-21,Organic
11360,1444,5,2026-07-20,247.49,Won,2026-07-21,Referral
11361,1111,5,2026-07-19,260.33,Open,,Google
11362,1356,1,2026-07-10,515.76,Won,2026-07-21,Referral
11363,408,4,2026-07-18,2685.99,Won,2026-07-21,Organic
11364,162,6,2026-07-14,1251.56,Won,2026-07-21,Organic
11365,1434,3,2026-07-09,20313.47,Won,2026-07-21,Organic
11366,861,5,2026-07-21,194.51,Open,,Home Services Marketplace
11367,868,4,2026-07-15,2227.89,Lost,,Google
11368,843,6,2026-07-14,1110.74,Won,2026-07-21,Referral
11369,582,2,2026-07-16,481.92,Won,2026-07-21,Google
11370,937,3,2026-07-13,14279.63,Open,,Referral
11371,866,4,2026-07-19,3643.91,Won,2026-07-21,Organic
11372,141,2,2026-07-20,439.15,Won,2026-07-21,Google
11373,1020,5,2026-07-19,286.88,Won,2026-07-22,Home Services Marketplace
11374,1395,1,2026-07-17,583.81,Won,2026-07-22,Home Services Marketplace
11375,1183,1,2026-07-11,552.4,Open,,Google
11376,1083,4,2026-07-16,2248.94,Won,2026-07-22,Organic
11377,863,1,2026-07-13,698.56,Won,2026-07-22,Google
11378,560,1,2026-07-17,660.95,Won,2026-07-22,Organic
11379,197,2,2026-07-13,638.56,Open,,Direct Mail
11380,46,5,2026-07-22,224.59,Won,2026-07-22,Google
11381,703,1,2026-07-22,455.39,Open,,Organic
11382,981,5,2026-07-14,260.19,Won,2026-07-22,Referral
11383,902,5,2026-07-16,176.08,Won,2026-07-22,Google
11384,871,6,2026-07-13,2767.2,Won,2026-07-22,Google
11385,1394,4,2026-07-10,2434.6,Lost,,Google
11386,844,3,2026-07-12,10091.48,Open,,Direct Mail
11387,679,5,2026-07-12,172.21,Won,2026-07-22,Google
11388,410,7,2026-07-17,2011.27,Open,,Organic
11389,739,4,2026-07-14,5604.66,Open,,Google
11390,498,2,2026-07-18,506.59,Won,2026-07-23,Referral
11391,424,1,2026-07-22,524.36,Won,2026-07-23,Referral
11392,1230,1,2026-07-11,603.87,Won,2026-07-23,Referral
11393,864,1,2026-07-11,638.97,Won,2026-07-23,Google
11394,902,5,2026-07-17,152.48,Won,2026-07-23,Google
11395,1314,2,2026-07-16,470.35,Won,2026-07-23,Referral
11396,185,3,2026-07-23,9994.93,Open,,Google
11397,942,3,2026-07-18,10268.15,Won,2026-07-23,Google
11398,1057,6,2026-07-23,1113.76,Open,,Referral
11399,756,5,2026-07-15,180.88,Open,,Google
11400,792,1,2026-07-16,472.13,Won,2026-07-23,Referral
11401,209,2,2026-07-21,710.03,Won,2026-07-23,Referral
11402,972,1,2026-07-15,394.03,Lost,,Organic
11403,1297,1,2026-07-12,559.72,Won,2026-07-23,Home Services Marketplace
11404,834,5,2026-07-15,226.47,Open,,Google
11405,614,1,2026-07-17,573.79,Won,2026-07-23,Direct Mail
11406,1083,1,2026-07-18,530.25,Won,2026-07-23,Organic
11407,728,1,2026-07-13,419.31,Won,2026-07-23,Direct Mail
11408,190,2,2026-07-19,488.55,Won,2026-07-23,Referral
11409,752,5,2026-07-12,296.86,Open,,Referral
11410,1405,5,2026-07-14,195.63,Won,2026-07-23,Google
11411,421,1,2026-07-22,377.54,Won,2026-07-24,Direct Mail
11412,1201,5,2026-07-16,226.72,Lost,,Home Services Marketplace
11413,1084,6,2026-07-17,1062.99,Lost,,Home Services Marketplace
11414,1250,3,2026-07-22,10515.58,Won,2026-07-24,Organic
11415,678,1,2026-07-21,544.82,Won,2026-07-24,Organic
11416,904,1,2026-07-17,545.0,Won,2026-07-24,Google
11417,798,3,2026-07-15,8651.99,Won,2026-07-24,Referral
11418,9,2,2026-07-24,558.09,Won,2026-07-24,Organic
11419,905,6,2026-07-13,1037.85,Open,,Home Services Marketplace
11420,1348,4,2026-07-16,2982.04,Open,,Organic
11421,849,1,2026-07-17,536.91,Won,2026-07-24,Google
11422,1129,1,2026-07-18,502.97,Won,2026-07-24,Referral
11423,792,5,2026-07-20,207.04,Won,2026-07-24,Referral
11424,126,1,2026-07-17,494.6,Won,2026-07-24,Home Services Marketplace
11425,893,6,2026-07-24,1949.39,Won,2026-07-24,Referral
11426,703,2,2026-07-17,451.05,Won,2026-07-24,Organic
11427,1162,1,2026-07-21,504.46,Won,2026-07-24,Google
11428,195,5,2026-07-24,299.03,Won,2026-07-24,Referral
11429,812,2,2026-07-16,1007.45,Won,2026-07-24,Home Services Marketplace
11430,725,4,2026-07-12,2930.84,Lost,,Referral
11431,1342,2,2026-07-15,508.62,Won,2026-07-24,Direct Mail
11432,29,6,2026-07-16,1244.93,Won,2026-07-24,Organic
11433,838,5,2026-07-13,171.91,Lost,,Referral
11434,997,1,2026-07-23,370.37,Lost,,Referral
11435,1417,1,2026-07-16,365.74,Won,2026-07-25,Organic
